2016-03-20 20:02:55
45.260000;35.150000;24.630000;26.450000;0;1;0;1;1;0;0;0;4.720000;22.580000;0;2015-10-29 01:00:01
36.720000;1.290000;93.680000;24.670000;0;1;0;1;0;1;0;0;45.500000;14.220000;0;2015-10-29 01:00:06
33.990000;25.780000;47.830000;24.600000;1;1;1;1;1;1;1;1;97.560000;60.290000;0;2015-10-29 01:00:11
90.590000;41.830000;6.230000;12.570000;0;1;1;1;0;0;0;0;70.660000;25.260000;1;2015-10-29 01:00:16
31.910000;17.000000;34.900000;84.290000;0;1;1;0;0;1;1;1;96.450000;57.960000;1;2015-10-29 01:00:21
80.210000;78.270000;71.730000;69.810000;1;0;0;1;0;0;0;1;53.430000;16.580000;0;2015-10-29 01:00:26
79.630000;36.940000;51.470000;58.610000;1;0;0;0;0;1;1;0;92.020000;93.720000;0;2015-10-29 01:00:31
21.180000;13.730000;30.770000;24.510000;1;0;0;1;1;0;0;0;59.450000;41.300000;0;2015-10-29 01:00:36
67.770000;63.710000;13.150000;50.720000;0;0;1;1;1;0;1;0;24.890000;95.680000;1;2015-10-29 01:00:41
79.160000;1.340000;74.000000;54.800000;0;0;0;0;1;1;0;1;4.340000;2.550000;1;2015-10-29 01:00:46
36.970000;25.440000;85.580000;13.720000;1;0;1;1;0;1;1;1;85.690000;41.980000;0;2015-10-29 01:00:51
69.740000;44.220000;42.030000;88.800000;1;0;1;1;0;1;0;1;53.720000;53.440000;1;2015-10-29 01:00:56
77.860000;0.260000;84.370000;50.740000;0;0;1;0;0;0;1;1;15.050000;60.740000;1;2015-10-29 01:01:01
58.570000;95.500000;25.490000;4.630000;0;1;1;1;0;0;1;1;23.210000;97.100000;1;2015-10-29 01:01:06
31.040000;16.280000;75.150000;14.910000;0;1;1;1;1;0;1;1;3.590000;30.090000;1;2015-10-29 01:01:11
61.270000;58.310000;65.000000;30.420000;1;0;0;0;1;0;1;1;78.450000;86.670000;1;2015-10-29 01:01:16
87.160000;51.650000;73.550000;9.360000;0;1;1;0;1;1;0;0;91.930000;78.150000;1;2015-10-29 01:01:21
43.460000;85.760000;51.190000;44.300000;1;0;1;0;0;0;0;1;35.050000;25.250000;0;2015-10-29 01:01:26
86.830000;34.470000;45.190000;87.200000;1;1;0;0;0;0;1;0;70.700000;83.050000;0;2015-10-29 01:01:31
20.770000;80.990000;24.690000;74.390000;0;0;0;1;1;1;0;0;58.650000;65.990000;0;2015-10-29 01:01:36
20.680000;42.880000;5.700000;51.570000;0;0;0;1;1;1;0;1;80.530000;72.900000;0;2015-10-29 01:01:41
58.820000;97.120000;76.120000;98.820000;0;0;0;1;1;0;0;1;64.860000;11.990000;1;2015-10-29 01:01:46
29.330000;5.010000;20.710000;55.590000;1;1;0;1;1;1;0;1;12.030000;25.840000;0;2015-10-29 01:01:51
73.240000;37.260000;46.100000;45.700000;1;0;1;0;0;1;0;0;19.320000;16.400000;0;2015-10-29 01:01:56
3.420000;98.970000;5.830000;2.370000;1;0;1;1;1;1;1;0;5.840000;70.000000;0;2015-10-29 01:02:01
29.640000;54.560000;25.270000;93.180000;0;0;1;0;1;0;0;0;37.640000;82.330000;0;2015-10-29 01:02:06
83.560000;52.880000;26.690000;45.060000;1;0;1;0;0;0;0;0;52.590000;83.490000;1;2015-10-29 01:02:11
43.670000;52.130000;54.230000;69.360000;0;1;1;1;1;1;1;1;85.450000;62.910000;1;2015-10-29 01:02:16
60.370000;44.890000;98.920000;86.780000;1;0;1;0;0;1;1;1;92.880000;94.440000;1;2015-10-29 01:02:21
80.940000;83.100000;23.630000;52.380000;0;0;0;0;0;1;0;0;78.390000;61.260000;0;2015-10-29 01:02:26
74.500000;3.100000;88.140000;80.640000;0;0;1;0;0;0;1;0;17.360000;80.970000;1;2015-10-29 01:02:31
57.070000;50.590000;74.080000;70.360000;0;1;0;0;0;0;1;1;82.060000;30.510000;0;2015-10-29 01:02:36
16.550000;5.650000;9.980000;29.770000;1;1;1;1;1;0;0;0;66.640000;71.220000;0;2015-10-29 01:02:41
37.700000;7.730000;96.220000;1.430000;0;0;1;1;0;1;1;1;12.100000;73.790000;0;2015-10-29 01:02:46
